sessionState,sensorTimeMicros,phoneTimeMs,sampleNumber,aX,aY,aZ,gX,gY,gZ,batteryCharge,batteryVoltage,rssi
200,0,1773659210242,0,0.001343,0.000122,0.000000,-36.621094,42.724609,-3.151834,86,0.000000,0
200,0,1773659210287,0,0.001343,0.000122,0.000000,-51.269531,48.828125,-131.835938,86,0.000000,0
200,0,1773659210287,0,0.001343,0.000000,-0.000122,-70.800781,51.269531,-3.450108,86,0.000000,0
200,0,1773659210288,0,0.001343,0.000000,0.000000,-81.787109,53.710938,-3.535329,86,0.000000,0
200,0,1773659210337,0,0.001343,0.000000,0.000000,-126.953125,58.593750,-155.029297,86,0.000000,0
200,0,1773659210339,0,0.001587,-0.000366,-0.000244,-151.367188,64.697266,-3.940130,86,0.000000,0
200,0,1773659210340,0,0.001587,-0.000488,-0.000366,-148.925781,62.255859,-174.560547,86,0.000000,0
200,0,1773659210384,0,0.001587,-0.000488,-0.000610,-146.484375,58.593750,-186.767578,86,0.000000,0
200,0,1773659210385,0,0.001465,-0.000610,-0.000732,-100.097656,48.828125,-201.416016,86,0.000000,0
200,0,1773659210387,0,0.001465,-0.000244,-0.000488,-56.152344,45.166016,-4.685815,86,0.000000,0
200,0,1773659210432,0,0.001709,0.000488,-0.000366,-42.724609,61.035156,-202.636719,86,0.000000,0
200,0,1773659210432,0,0.001709,0.000000,-0.000244,-35.400391,50.048828,-175.781250,86,0.000000,0
200,0,1773659210434,0,0.001709,0.000000,-0.000366,-19.531250,69.580078,-158.691406,86,0.000000,0
200,0,1773659210482,0,0.000732,-0.000488,-0.000122,-64.697266,54.931641,-72.021484,86,0.000000,0
200,0,1773659210483,0,0.000366,0.000000,-0.000244,-69.580078,75.683594,-2.043959,86,0.000000,0
200,0,1773659210484,0,0.000244,0.000122,-0.000122,-25.634766,17.089844,-1.916127,86,0.000000,0
200,0,1773659210533,0,0.000000,-0.000122,-0.000488,-70.800781,-25.634766,-0.296925,86,0.000000,0
200,0,1773659210534,0,0.000122,-0.000488,-0.000122,-108.642578,-69.580078,0.704423,86,0.000000,0
200,0,1773659210534,0,0.000244,-0.000610,0.000000,-80.566406,-62.255859,118.408203,86,0.000000,0
200,0,1773659210578,0,0.000244,-0.000244,0.000000,12.207031,-84.228516,1.705772,86,0.000000,0
200,0,1773659210579,0,0.000366,0.000122,-0.000122,13.427734,-113.525391,2.366236,86,0.000000,0
200,0,1773659210580,0,0.000488,0.000000,-0.000244,1.220703,-128.173828,2.749731,86,0.000000,0
200,0,1773659210629,0,0.000610,-0.000366,-0.000122,18.310547,-155.029297,3.900217,86,0.000000,0
200,0,1773659210630,0,0.000854,-0.000244,0.000000,65.917969,-178.222656,4.091964,86,0.000000,0
200,0,1773659210630,0,0.000977,-0.000122,0.000000,74.462891,-185.546875,4.283711,86,0.000000,0
200,0,1773659210724,0,0.001099,-0.000122,0.000000,74.462891,-186.767578,4.581985,86,0.000000,0
200,0,1773659210726,0,0.001099,-0.000122,0.000000,95.214844,-181.884766,338.134766,86,0.000000,0
200,0,1773659210728,0,0.001221,-0.000122,0.000122,103.759766,-177.001953,347.900391,86,0.000000,0
200,0,1773659210774,0,0.001465,0.000000,0.000122,115.966797,-168.457031,373.535156,86,0.000000,0
200,0,1773659210774,0,0.001831,0.000244,-0.000122,191.650391,-106.201172,396.728516,86,0.000000,0
200,0,1773659210775,0,0.001831,0.000366,-0.000122,200.195312,-96.435547,5.647250,86,0.000000,0
200,0,1773659210822,0,0.001831,0.000854,-0.000244,173.339844,-79.345703,4.624596,86,0.000000,0
200,0,1773659210824,0,0.001709,0.001587,-0.000244,35.400391,-69.580078,3.559332,86,0.000000,0
200,0,1773659210826,0,0.001343,0.001587,0.000000,-40.283203,-59.814453,219.726562,86,0.000000,0
200,0,1773659210873,0,0.001221,0.001465,0.000244,-83.007812,-37.841797,1.194445,86,0.000000,0
200,0,1773659210873,0,0.001099,0.001221,0.000000,-61.035156,9.765625,-1.191748,86,0.000000,0
200,0,1773659210874,0,0.001099,0.001221,0.000000,-48.828125,30.517578,-2.150486,86,0.000000,0
200,0,1773659210971,0,0.001099,0.001099,0.000000,-36.621094,43.945312,-3.705772,86,0.000000,0
200,0,1773659210972,0,0.001221,0.000732,0.000000,-37.841797,46.386719,-4.643205,86,0.000000,0
200,0,1773659210973,0,0.001221,0.000610,0.000000,-31.738281,45.166016,-4.941479,86,0.000000,0
200,0,1773659210973,0,0.001343,-0.000977,0.000122,-100.097656,51.269531,-3.854909,86,0.000000,0
200,0,1773659211020,0,0.001343,-0.001587,0.000366,144.042969,52.490234,-137.939453,86,0.000000,0
200,0,1773659211021,0,0.001831,0.000977,-0.000732,126.953125,-29.296875,-5.601943,86,0.000000,0
200,0,1773659211022,0,0.001343,0.000854,0.000000,104.980469,-46.386719,-5.559332,86,0.000000,0
200,0,1773659211067,0,0.000366,0.000244,0.000000,30.517578,-24.414062,-181.884766,86,0.000000,0
200,0,1773659211068,0,0.000977,0.000610,-0.000244,-39.062500,3.662109,-3.066613,86,0.000000,0
200,0,1773659211070,0,0.000977,0.000244,-0.000244,-87.890625,13.427734,-2.853560,86,0.000000,0
200,0,1773659211114,0,0.000977,0.000000,-0.000122,-65.917969,28.076172,-2.320928,86,0.000000,0
200,0,1773659211115,0,0.000977,-0.000122,-0.000122,-32.958984,20.751953,-2.107875,86,0.000000,0
200,0,1773659211115,0,0.000854,0.000000,-0.000122,-19.531250,18.310547,-2.022654,86,0.000000,0
200,0,1773659211166,0,0.000977,0.000000,0.000000,-24.414062,6.103516,-45.166016,86,0.000000,0
200,0,1773659211167,0,0.000977,-0.000122,0.000000,2.441406,-3.662109,-42.724609,86,0.000000,0
200,0,1773659211169,0,0.000977,0.000000,-0.000122,10.986328,-7.324219,-41.503906,86,0.000000,0
200,0,1773659211212,0,0.000854,0.000122,-0.000244,-20.751953,3.662109,-1.660464,86,0.000000,0
200,0,1773659211213,0,0.000854,0.000000,-0.000244,-40.283203,9.765625,-1.553937,86,0.000000,0
200,0,1773659211214,0,0.000854,0.000000,-0.000244,-37.841797,9.765625,-1.553937,86,0.000000,0
200,0,1773659211262,0,0.000854,0.000000,-0.000122,-30.517578,9.765625,-1.617853,86,0.000000,0
200,0,1773659211262,0,0.000977,0.000000,-0.000122,-7.324219,6.103516,-43.945312,86,0.000000,0
200,0,1773659211263,0,0.000977,0.000000,-0.000122,-10.986328,7.324219,-1.788296,86,0.000000,0
200,0,1773659211310,0,0.000977,0.000000,-0.000122,-30.517578,14.648438,-1.809601,86,0.000000,0
200,0,1773659211312,0,0.000854,0.000000,-0.000244,-39.062500,20.751953,-1.894822,86,0.000000,0
200,0,1773659211313,0,0.000854,0.000000,-0.000122,-36.621094,20.751953,-1.958738,86,0.000000,0
200,0,1773659211359,0,0.000977,0.000000,-0.000122,-31.738281,20.751953,-2.022654,86,0.000000,0
200,0,1773659211361,0,0.000977,0.000000,0.000000,-25.634766,23.193359,-2.171791,86,0.000000,0
200,0,1773659211362,0,0.000977,0.000000,0.000000,-20.751953,25.634766,-2.235707,86,0.000000,0
200,0,1773659211408,0,0.000977,0.000000,-0.000122,-13.427734,25.634766,-2.406149,86,0.000000,0
200,0,1773659211409,0,0.000977,0.000000,-0.000122,-17.089844,39.062500,-2.533981,86,0.000000,0
200,0,1773659211410,0,0.000977,0.000000,-0.000244,-15.869141,40.283203,-2.576591,86,0.000000,0
200,0,1773659211458,0,0.001099,0.000122,-0.000122,-15.869141,42.724609,-2.747034,86,0.000000,0
200,0,1773659211458,0,0.001099,0.000000,-0.000122,-24.414062,45.166016,-2.960087,86,0.000000,0
200,0,1773659211459,0,0.001221,0.000000,0.000000,-15.869141,45.166016,-3.066613,86,0.000000,0
200,0,1773659211508,0,0.001221,0.000000,0.000000,-12.207031,47.607422,-129.394531,86,0.000000,0
200,0,1773659211509,0,0.001221,0.000000,0.000000,-30.517578,53.710938,-3.492719,86,0.000000,0
200,0,1773659211510,0,0.001221,0.000000,-0.000122,-36.621094,56.152344,-3.599245,86,0.000000,0
200,0,1773659211553,0,0.001343,0.000000,-0.000122,-68.359375,61.035156,-3.876214,86,0.000000,0
200,0,1773659211559,0,0.001343,0.000000,-0.000122,-101.318359,62.255859,-4.110572,86,0.000000,0
200,0,1773659211560,0,0.001465,0.000000,-0.000122,-122.070312,63.476562,-4.217099,86,0.000000,0
200,0,1773659211603,0,0.001709,-0.000244,-0.000244,-158.691406,63.476562,-4.430151,86,0.000000,0
200,0,1773659211603,0,0.001709,-0.000610,-0.000366,-148.925781,63.476562,-4.536678,86,0.000000,0
200,0,1773659211604,0,0.001709,-0.000732,-0.000488,-111.083984,63.476562,-4.621899,86,0.000000,0
200,0,1773659211656,0,0.001465,-0.000122,-0.000488,-12.207031,54.931641,-212.402344,86,0.000000,0
200,0,1773659211662,0,0.001587,0.000488,-0.000366,-3.662109,75.683594,-198.974609,86,0.000000,0
200,0,1773659211663,0,0.001709,0.000366,-0.000366,-30.517578,81.787109,-177.001953,86,0.000000,0
200,0,1773659211800,0,0.001587,0.000000,-0.000244,-58.593750,91.552734,-3.194445,86,0.000000,0
200,0,1773659211800,0,0.000854,-0.000122,-0.000244,-59.814453,48.828125,-2.576591,86,0.000000,0
200,0,1773659211800,0,0.000488,-0.000366,0.000000,-95.214844,50.048828,-1.852211,86,0.000000,0
200,0,1773659211847,0,0.000122,0.000488,-0.000366,-43.945312,57.373047,-1.809601,86,0.000000,0
200,0,1773659211848,0,0.000610,-0.000122,-0.000122,43.945312,-111.083984,3.282363,86,0.000000,0
200,0,1773659211851,0,0.000610,-0.000244,-0.000122,75.683594,-117.187500,3.538026,86,0.000000,0
200,0,1773659211898,0,0.000854,-0.000122,-0.000122,122.070312,-135.498047,295.410156,86,0.000000,0
200,0,1773659211899,0,0.000977,-0.000122,0.000000,140.380859,-135.498047,4.454154,86,0.000000,0
200,0,1773659211900,0,0.000977,-0.000122,-0.000122,153.808594,-133.056641,4.603291,86,0.000000,0
200,0,1773659211944,0,0.001099,0.000000,-0.000122,168.457031,-125.732422,347.900391,86,0.000000,0
200,0,1773659211945,0,0.001343,0.000000,-0.000244,161.132812,-124.511719,374.755859,86,0.000000,0
200,0,1773659211947,0,0.001465,0.000000,-0.000244,163.574219,-123.291016,5.838998,86,0.000000,0
200,0,1773659211994,0,0.001831,0.000000,-0.000366,178.222656,-120.849609,6.201188,86,0.000000,0
200,0,1773659212042,0,0.001831,0.000000,-0.000488,163.574219,-118.408203,421.142578,86,0.000000,0
200,0,1773659212042,0,0.001831,0.000122,-0.000488,148.925781,-117.187500,6.329020,86,0.000000,0
200,0,1773659212044,0,0.001831,0.000366,-0.000366,108.642578,-111.083984,6.030746,86,0.000000,0
200,0,1773659212090,0,0.001709,0.001099,-0.000366,1.220703,-92.773438,4.475459,86,0.000000,0
200,0,1773659212092,0,0.001099,0.001465,0.000366,-129.394531,-51.269531,1.109224,86,0.000000,0
200,0,1773659212093,0,0.001099,0.001465,0.000244,-106.201172,-25.634766,-0.019957,86,0.000000,0
200,0,1773659212139,0,0.001099,0.001221,0.000000,-98.876953,18.310547,-2.129180,86,0.000000,0
200,0,1773659212140,0,0.001099,0.000977,0.000000,-78.125000,35.400391,-3.769688,86,0.000000,0
200,0,1773659212142,0,0.001221,0.000854,0.000000,-76.904297,36.621094,-4.323625,86,0.000000,0
200,0,1773659212190,0,0.001343,0.000610,0.000000,-67.138672,36.621094,-227.050781,86,0.000000,0
200,0,1773659212191,0,0.001465,-0.001343,0.000854,-129.394531,70.800781,-4.025351,86,0.000000,0
200,0,1773659212192,0,0.001099,-0.001831,-0.000244,-57.373047,69.580078,-3.535329,86,0.000000,0
200,0,1773659212237,0,0.001343,-0.001587,0.000610,218.505859,65.917969,-3.641856,86,0.000000,0
200,0,1773659212238,0,0.001831,0.000977,-0.000854,338.134766,-3.662109,-240.478516,86,0.000000,0
200,0,1773659212240,0,0.001831,0.001465,-0.001221,324.707031,-69.580078,-5.793690,86,0.000000,0
200,0,1773659212285,0,0.000977,0.000366,0.000000,97.656250,-9.765625,-5.197142,86,0.000000,0
200,0,1773659212288,0,0.000610,0.000366,-0.000244,87.890625,-17.089844,-181.884766,86,0.000000,0
